LOCATION,Country,TYPE_VAR,Type of indicator,VARIABLE,Indicator,WB,Current/Future Well-being,SEX,Sex,AGE,Age,EDUCATION,Education,TIME,Time,Value,Flag Codes,Flags
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2005,2005,43.45988083,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2006,2006,45.23054886,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2007,2007,41.97890472,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2008,2008,53.09781647,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2009,2009,50.63071442,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2010,2010,47.7513504,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2011,2011,45.76049805,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2012,2012,47.33123016,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2013,2013,43.84442902,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2014,2014,44.0573349,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2015,2015,45.16368484,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2016,2016,42.168293,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2017,2017,39.56027222,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2018,2018,41.10483551,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2019,2019,36.9560318,,
LVA,Latvia,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2020,2020,35.16119003,,
LVA,Latvia,AVERAGE,Average,5_4,Self-reported depression,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2014,2014,4.7,,
LVA,Latvia,AVERAGE,Average,5_4,Self-reported depression,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2019,2019,5.7,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2004,2004,9.7,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2005,2005,10.3,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2006,2006,9.8,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2007,2007,8.6,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2008,2008,7.8,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2009,2009,6.5,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2010,2010,6.4,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2011,2011,6.1,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2012,2012,6.2,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2013,2013,5.8,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2014,2014,6.7,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2015,2015,4.9,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2016,2016,4.4,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2017,2017,3.6,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2018,2018,3.8,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2019,2019,3.2,,
LVA,Latvia,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2020,2020,3.3,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2004,2004,73.24313598,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2005,2005,74.60442304,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2006,2006,74.77570841,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2007,2007,76.31299321,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2008,2008,75.29010339,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2009,2009,70.89699931,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2010,2010,68.36799542,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2011,2011,71.12571574,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2012,2012,72.48108268,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2013,2013,73.55575719,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2014,2014,74.993379,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2015,2015,76.40486368,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2016,2016,78.16274887,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2017,2017,78.84456116,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2018,2018,80.36665217,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2019,2019,80.56407844,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2020,2020,79.356336,,
LTU,Lithuania,AVERAGE,Average,2_1,Employment rate,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2021,2021,79.87044728,B,Break
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2004,2004,72,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2005,2005,71.2,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2006,2006,71,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2007,2007,70.7,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2008,2008,71.7,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2009,2009,72.9,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2010,2010,73.3,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2011,2011,73.7,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2012,2012,74.1,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2013,2013,74.1,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2014,2014,74.7,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2015,2015,74.6,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2016,2016,74.9,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2017,2017,75.8,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2018,2018,76,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2019,2019,76.5,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2020,2020,75.1,,
LTU,Lithuania,AVERAGE,Average,5_1,Life expectancy at birth,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2021,2021,74.5,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2004,2004,58.64419937,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2005,2005,59.70788956,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2006,2006,58.56241226,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2007,2007,65.12590027,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2008,2008,64.57498169,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2009,2009,58.59703827,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2010,2010,55.90451813,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2011,2011,55.18363571,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2012,2012,51.83494186,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2013,2013,56.34057617,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2014,2014,52.9095459,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2015,2015,52.91480255,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2016,2016,58.13616562,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2017,2017,53.29919815,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2018,2018,47.90042877,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2019,2019,47.70065308,,
LTU,Lithuania,AVERAGE,Average,5_3,"Deaths from suicide, alcohol, drugs",CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2020,2020,47.63027573,,
LTU,Lithuania,AVERAGE,Average,5_4,Self-reported depression,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2014,2014,3.9,,
LTU,Lithuania,AVERAGE,Average,5_4,Self-reported depression,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2019,2019,6.2,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2004,2004,8.7,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2005,2005,9.5,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2006,2006,8,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2007,2007,7.4,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2008,2008,7.7,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2009,2009,6.2,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2010,2010,5.5,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2011,2011,5.1,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2012,2012,4.4,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2013,2013,4.8,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2014,2014,3.8,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2015,2015,4.1,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2016,2016,3.4,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2017,2017,2.8,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2018,2018,2.5,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2019,2019,2.2,,
LTU,Lithuania,AVERAGE,Average,10_1,Homicides,CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2020,2020,2.3,,
LTU,Lithuania,AVERAGE,Average,6_5,Adult skills (literacy),CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2014,2014,266.82379,,
EST,Estonia,AVERAGE,Average,6_5,Adult skills (literacy),CWB,Current Well-being,TOT,Total population,TOT,Total population,TOT,Total population,2012,2012,275.88404,,
